slot id,date from,date to,tags
371,2011-01-15,2011-01-22,smoleńsk-tusk-katastrofa smoleńska-polska-mak-polityka-raport mak-rosja-katastrofa-pis-po-kaczyński-media-rząd-komorowski-sejm-donald tusk-raport-zamach-premier
372,2011-01-18,2011-01-25,smoleńsk-tusk-polska-polityka-katastrofa smoleńska-rosja-po-katastrofa-pis-mak-media-kaczyński-raport mak-rząd-sejm-zamach-putin-donald tusk-komorowski-smolensk
373,2011-01-21,2011-01-28,smoleńsk-polityka-polska-tusk-po-rosja-pis-media-kaczyński-katastrofa smoleńska-ofe-katastrofa-zamach-putin-rząd-polityka obyczaje logika-mak-komorowski-emerytury-raport mak
374,2011-01-24,2011-01-31,polityka-smoleńsk-polska-tusk-po-media-rosja-ofe-pis-kaczyński-katastrofa smoleńska-zamach-katastrofa-egipt-rząd-emerytury-zus-komorowski-polityka obyczaje logika-putin
375,2011-01-27,2011-02-03,polityka-polska-po-pis-media-smoleńsk-tusk-egipt-katastrofa smoleńska-rosja-ofe-kaczyński-komorowski-katastrofa-wybory-zamach-rewolucja-pjn-rząd-donald tusk
376,2011-01-30,2011-02-06,polityka-polska-po-tusk-pis-egipt-media-smoleńsk-rosja-wybory-katastrofa smoleńska-kaczyński-komorowski-demokracja-klich-ofe-sejm-rząd-rewolucja-katastrofa
377,2011-02-02,2011-02-09,polityka-polska-po-tusk-pis-smoleńsk-media-egipt-rosja-wybory-komorowski-klich-katastrofa smoleńska-demokracja-rząd-historia-usa-ofe-sejm-pjn
378,2011-02-05,2011-02-12,polityka-polska-po-pis-smoleńsk-tusk-media-komorowski-rosja-egipt-wybory-pjn-historia-demokracja-kaczyński-ofe-katastrofa smoleńska-rząd-niemcy-katastrofa
379,2011-02-08,2011-02-15,polityka-polska-po-pis-tusk-smoleńsk-media-komorowski-rosja-egipt-ofe-kaczyński-katastrofa smoleńska-wybory-pjn-historia-sld-katastrofa-rodzina-niemcy
380,2011-02-11,2011-02-18,polityka-po-polska-pis-smoleńsk-tusk-media-rosja-wybory-katastrofa smoleńska-pjn-kaczyński-sld-egipt-katastrofa-rząd-ofe-komorowski-zamach-demokracja
381,2011-02-14,2011-02-21,polityka-smoleńsk-polska-po-pis-tusk-media-kaczyński-wybory-rosja-pjn-katastrofa smoleńska-rząd-katastrofa-ofe-zamach-jarosław kaczyński-sld-mak-demokracja
382,2011-02-17,2011-02-24,polityka-polska-smoleńsk-pis-po-kaczyński-tusk-media-rosja-wybory-jarosław kaczyński-katastrofa smoleńska-pjn-salon24-katastrofa-niemcy-rząd-blog-sld-mak
383,2011-02-20,2011-02-27,polityka-polska-po-pis-tusk-smoleńsk-kaczyński-media-wybory-rosja-jarosław kaczyński-demokracja-pjn-katastrofa smoleńska-libia-katastrofa-niemcy-salon24-migalski-rząd
384,2011-02-23,2011-03-02,polityka-polska-pis-po-tusk-smoleńsk-wybory-media-kaczyński-rosja-katastrofa smoleńska-niemcy-demokracja-libia-sld-pjn-katastrofa-donald tusk-olejnik-izrael
385,2011-02-26,2011-03-05,polityka-polska-pis-po-smoleńsk-wybory-tusk-media-kaczyński-demokracja-sld-niemcy-rosja-katastrofa smoleńska-bartoszewski-olejnik-komorowski-libia-donald tusk-historia
386,2011-03-01,2011-03-08,polityka-polska-pis-po-wybory-smoleńsk-tusk-media-kaczyński-komorowski-demokracja-niemcy-bartoszewski-sld-dubieniecki-rosja-historia-zamach-żołnierze wyklęci-jaruzelski
387,2011-03-04,2011-03-11,polityka-pis-po-polska-smoleńsk-tusk-wybory-kaczyński-komorowski-ofe-media-dubieniecki-prezydent-zamach-ułaskawienie-rosja-katastrofa smoleńska-jaruzelski-tvp-demokracja
388,2011-03-07,2011-03-14,polityka-tusk-ofe-pis-po-smoleńsk-polska-kaczyński-media-komorowski-wybory-dubieniecki-katastrofa smoleńska-donald tusk-ułaskawienie-rosja-lech kaczyński-rząd-japonia-zamach
389,2011-03-10,2011-03-17,polityka-tusk-smoleńsk-polska-ofe-po-pis-media-japonia-kaczyński-katastrofa smoleńska-katastrofa-komorowski-rząd-rosja-donald tusk-zamach-demokracja-lech kaczyński-wybory
390,2011-03-13,2011-03-20,polityka-tusk-polska-smoleńsk-po-komorowski-media-kaczyński-pis-libia-japonia-ofe-sikorski-katastrofa smoleńska-katastrofa-wybory-donald tusk-niemcy-rosja-żydzi
391,2011-03-16,2011-03-23,polityka-polska-libia-tusk-po-komorowski-kaczyński-ofe-pis-smoleńsk-media-rostowski-balcerowicz-sikorski-pjn-usa-wybory-debata-rząd-rosja
392,2011-03-19,2011-03-26,polityka-tusk-kaczyński-polska-libia-po-pis-ofe-smoleńsk-małysz-media-rostowski-komorowski-balcerowicz-pjn-wybory-debata-dookoła wojtek-rosja-rząd
393,2011-03-22,2011-03-29,polityka-tusk-kaczyński-polska-pis-po-smoleńsk-media-małysz-pjn-ofe-libia-donald tusk-dookoła wojtek-rosja-biedronka-komorowski-wybory-balcerowicz-rostowski
394,2011-03-25,2011-04-01,polityka-tusk-po-polska-pis-smoleńsk-kaczyński-media-pjn-komorowski-rosja-donald tusk-libia-wybory-dookoła wojtek-katastrofa smoleńska-rząd-niemcy-salon24-zamach
395,2011-03-28,2011-04-04,polityka-pis-po-tusk-kaczyński-smoleńsk-polska-media-komorowski-katastrofa smoleńska-wybory-jarosław kaczyński-rosja-jan paweł ii-pjn-zamach-rząd-salon24-żydzi-katastrofa
396,2011-03-31,2011-04-07,polityka-kaczyński-pis-po-smoleńsk-polska-tusk-śląsk-media-raś-katastrofa smoleńska-jarosław kaczyński-pjn-wybory-zamach-jan paweł ii-rząd-katastrofa-komorowski-salon24
397,2011-04-03,2011-04-10,smoleńsk-polityka-kaczyński-polska-pis-po-tusk-śląsk-katastrofa smoleńska-media-katastrofa-katyń-raś-rosja-rocznica-lech kaczyński-komorowski-10 kwietnia-zamach-rząd
398,2011-04-06,2011-04-13,smoleńsk-polityka-polska-kaczyński-katastrofa smoleńska-pis-tusk-rocznica-po-rosja-katastrofa-katyń-10 kwietnia-media-tablica-komorowski-lech kaczyński-zamach-krakowskie przedmieście-historia
399,2011-04-09,2011-04-16,smoleńsk-polityka-polska-pis-kaczyński-po-rocznica-katastrofa smoleńska-rosja-tusk-katastrofa-katyń-tablica-media-komorowski-10 kwietnia-krakowskie przedmieście-zamach-jarosław kaczyński-lech kaczyński
400,2011-04-12,2011-04-19,polityka-smoleńsk-pis-polska-po-tusk-kaczyński-rosja-media-katastrofa smoleńska-komorowski-katastrofa-katyń-jarosław kaczyński-wybory-zamach-krakowskie przedmieście-prezydent-solidarni 2010-niemcy
401,2011-04-15,2011-04-22,polityka-polska-smoleńsk-po-pis-tusk-media-kaczyński-rosja-katastrofa smoleńska-wybory-komorowski-katastrofa-niemcy-katyń-prezydent-rząd-lech kaczyński-zamach-wielkanoc
402,2011-04-18,2011-04-25,polityka-polska-smoleńsk-wielkanoc-po-pis-tusk-media-kaczyński-katastrofa smoleńska-wybory-rosja-komorowski-święta-niemcy-rząd-religia-katastrofa-lech kaczyński-życzenia
403,2011-04-21,2011-04-28,polityka-wielkanoc-polska-po-tusk-smoleńsk-pis-kaczyński-media-kościół-kiszczak-komorowski-wybory-święta-religia-rosja-jezus-rząd-katastrofa-zmartwychwstanie
404,2011-04-24,2011-05-01,polityka-po-polska-tusk-pis-smoleńsk-kiszczak-wielkanoc-kaczyński-beatyfikacja-jan paweł ii-kościół-media-rosja-katastrofa-wybory-komorowski-katastrofa smoleńska-rząd-pieronek
405,2011-04-27,2011-05-04,polska-polityka-pis-beatyfikacja-po-jan paweł ii-tusk-kaczyński-smoleńsk-usa-komorowski-kiszczak-media-rosja-wybory-bin laden-terroryzm-kościół-niemcy-demokracja
406,2011-04-30,2011-05-07,polska-tusk-polityka-pis-po-jan paweł ii-beatyfikacja-media-smoleńsk-bin laden-usa-kaczyński-kibice-terroryzm-osama bin laden-komorowski-rosja-wybory-rząd-obama
407,2011-05-03,2011-05-10,tusk-polityka-polska-pis-kibice-po-kibole-media-kaczyński-rząd-smoleńsk-wybory-komorowski-legia-stadiony-lech-niemcy-terroryzm-rosja-piłka nożna
408,2011-05-06,2011-05-13,tusk-polityka-po-pis-polska-kibice-kibole-arłukowicz-kaczyński-media-sld-wybory-smoleńsk-rząd-stadiony-donald tusk-piłka nożna-niemcy-rosja-demokracja
409,2011-05-09,2011-05-16,tusk-po-polityka-polska-pis-arłukowicz-kibice-sld-kibole-kaczyński-wybory-media-społeczeństwo-niemcy-rząd-smoleńsk-pjn-kultura-demokracja-donald tusk
410,2011-05-12,2011-05-19,polska-tusk-polityka-po-pis-wybory-kibice-media-kibole-pjn-sld-kaczyński-kultura-rosja-rząd-społeczeństwo-niemcy-smoleńsk-historia-arłukowicz
411,2011-05-15,2011-05-22,tusk-po-polityka-polska-pis-media-wybory-kibice-komorowski-rosja-kaczyński-smoleńsk-abw-sld-kibole-rząd-niemcy-kultura-pjn-usa
412,2011-05-18,2011-05-25,tusk-po-polityka-polska-pis-abw-komorowski-media-kibice-wybory-kaczyński-smoleńsk-usa-antykomor-kibole-rosja-niemcy-cenzura-rząd-donald tusk
413,2011-05-21,2011-05-28,polityka-polska-tusk-po-obama-pis-komorowski-usa-abw-media-kaczyński-smoleńsk-kibice-wybory-antykomor-rosja-niemcy-cenzura-rząd-prezydent
414,2011-05-24,2011-05-31,obama-polityka-polska-tusk-po-usa-pis-komorowski-kaczyński-barack obama-smoleńsk-media-rosja-wizyta-donald tusk-kibice-niemcy-rząd-wybory-wałęsa
415,2011-05-27,2011-06-03,obama-polska-polityka-tusk-po-pis-usa-kaczyński-media-komorowski-barack obama-smoleńsk-donald tusk-rosja-niemcy-wizyta-kibice-wybory-salon24-polityka obyczaje logika
416,2011-05-30,2011-06-06,polityka-polska-po-tusk-pis-wybory-obama-media-kaczyński-pjn-smoleńsk-usa-salon24-niemcy-jarosław kaczyński-donald tusk-komorowski-rosja-demokracja-nangar khel
417,2011-06-02,2011-06-09,polityka-po-polska-pjn-tusk-pis-wybory-media-kaczyński-smoleńsk-salon24-euro 2012-kowal-internet-prawo-demokracja-dziennikarstwo-niemcy-historia-rząd
418,2011-06-05,2011-06-12,po-tusk-pis-pjn-polityka-polska-kaczyński-wybory-media-smoleńsk-internet-salon24-euro 2012-kowal-niemcy-autostrady-kluzik-demokracja-rosja-katastrofa smoleńska
419,2011-06-08,2011-06-15,po-tusk-pis-polityka-polska-pjn-kaczyński-wybory-smoleńsk-media-niemcy-demokracja-internet-sld-jarosław kaczyński-katastrofa smoleńska-platforma-kluzik-salon24-wrocław global forum
420,2011-06-11,2011-06-18,po-tusk-pis-polityka-polska-kaczyński-wybory-pjn-smoleńsk-media-kalisz-sld-niemcy-społeczeństwo-demokracja-blida-jarosław kaczyński-katastrofa smoleńska-platforma-salon24
421,2011-06-14,2011-06-21,po-pis-polska-polityka-tusk-wybory-kaczyński-kalisz-smoleńsk-sld-niemcy-media-społeczeństwo-blida-pjn-katastrofa smoleńska-demokracja-komorowski-jarosław kaczyński-rosja
422,2011-06-17,2011-06-24,po-polska-pis-polityka-tusk-kaczyński-wybory-smoleńsk-rosja-media-sld-niemcy-grecja-ue-jarosław kaczyński-katastrofa smoleńska-kalisz-donald tusk-pjn-demokracja
423,2011-06-20,2011-06-27,po-tusk-polska-polityka-pis-kaczyński-rydzyk-rosja-smoleńsk-wybory-grecja-media-jarosław kaczyński-niemcy-sikorski-ue-sld-donald tusk-unia europejska-kryzys
424,2011-06-23,2011-06-30,tusk-po-polityka-polska-rydzyk-pis-kaczyński-smoleńsk-sikorski-rosja-media-wybory-debata o polsce-grecja-jarosław kaczyński-ue-niemcy-rząd-katastrofa smoleńska-macierewicz
425,2011-06-26,2011-07-03,tusk-polityka-po-polska-pis-prezydencja-smoleńsk-rydzyk-media-kaczyński-biała księga-debata o polsce-macierewicz-sikorski-wybory-ue-katastrofa smoleńska-unia europejska-rząd-grecja
426,2011-06-29,2011-07-06,polityka-po-tusk-pis-polska-prezydencja-smoleńsk-media-wybory-kaczyński-biała księga-macierewicz-rzeczpospolita-ue-rząd-debata o polsce-katastrofa smoleńska-unia europejska-jarosław kaczyński-rosja
427,2011-07-02,2011-07-09,tusk-po-polityka-pis-polska-prezydencja-wybory-media-ziobro-ue-smoleńsk-kaczyński-sld-unia europejska-jarosław kaczyński-pe-demokracja-debata o polsce-rząd-rosja
428,2011-07-05,2011-07-12,tusk-po-polska-polityka-pis-prezydencja-ziobro-wybory-ue-smoleńsk-debata o polsce-media-kaczyński-rosja-pe-demokracja-jarosław kaczyński-niemcy-sld-tvn
429,2011-07-08,2011-07-15,polska-pis-po-polityka-tusk-wybory-debata o polsce-media-smoleńsk-kaczyński-rosja-ue-radio maryja-sld-ziobro-demokracja-komorowski-prezydencja-niemcy-jedwabne
430,2011-07-11,2011-07-18,polska-po-polityka-pis-tusk-wybory-media-debata o polsce-smoleńsk-kaczyński-rosja-radio maryja-ue-kryzys-katastrofa smoleńska-sld-demokracja-komorowski-rząd-jedwabne
431,2011-07-14,2011-07-21,polska-po-polityka-pis-wybory-tusk-media-smoleńsk-kaczyński-chiny-debata o polsce-rosja-prawo-demokracja-katastrofa smoleńska-radio maryja-donald tusk-sld-komorowski-usa
432,2011-07-17,2011-07-24,po-polska-polityka-pis-wybory-tusk-smoleńsk-media-kaczyński-chiny-rosja-debata o polsce-norwegia-demokracja-katastrofa smoleńska-prawo-zamach-trybunał konstytucyjny-usa-rymkiewicz
433,2011-07-20,2011-07-27,polska-norwegia-po-polityka-pis-wybory-tusk-zamach-smoleńsk-media-debata o polsce-katastrofa smoleńska-rosja-terroryzm-breivik-demokracja-kaczyński-oslo-trybunał konstytucyjny-prawo
434,2011-07-23,2011-07-30,norwegia-polska-smoleńsk-polityka-po-pis-zamach-katastrofa smoleńska-tusk-breivik-rosja-media-terroryzm-debata o polsce-raport millera-wybory-raport-kaczyński-katastrofa-sikorski
435,2011-07-26,2011-08-02,polska-smoleńsk-katastrofa smoleńska-powstanie warszawskie-polityka-po-tusk-pis-raport millera-rosja-norwegia-debata o polsce-raport-katastrofa-drwiny tuskowe-media-sikorski-breivik-polska poniewierana-10.04.2010
436,2011-07-29,2011-08-05,polska-smoleńsk-powstanie warszawskie-katastrofa smoleńska-tusk-polityka-raport millera-po-pis-debata o polsce-rosja-raport-katastrofa-wybory-media-powstanie-polska poniewierana-miller-sikorski-historia
437,2011-08-01,2011-08-08,polska-powstanie warszawskie-polityka-lepper-tusk-po-pis-smoleńsk-debata o polsce-andrzej lepper-wybory-media-katastrofa smoleńska-raport millera-polska poniewierana-kaczyński-powstanie-historia-sikorski-demokracja
438,2011-08-04,2011-08-11,lepper-polska-polityka-pis-tusk-po-andrzej lepper-smoleńsk-wybory-media-debata o polsce-kaczyński-wałbrzych-polska poniewierana-katastrofa smoleńska-samobójstwo-demokracja-samoobrona-śmierć-czuma
439,2011-08-07,2011-08-14,polska-lepper-pis-polityka-tusk-po-wybory-andrzej lepper-debata o polsce-media-kaczyński-polska poniewierana-smoleńsk-kryzys-katastrofa smoleńska-wałbrzych-sakiewicz-londyn-demokracja-zamieszki
440,2011-08-10,2011-08-17,polska-polityka-tusk-pis-po-lepper-wybory-smoleńsk-debata o polsce-polska poniewierana-media-katastrofa smoleńska-kaczyński-andrzej lepper-kryzys-demokracja-rosja-sld-londyn-donald tusk
441,2011-08-13,2011-08-20,polska-polityka-pis-po-tusk-wybory-smoleńsk-media-polska poniewierana-debata o polsce-pjn-kaczyński-kościół-demokracja-donald tusk-katastrofa smoleńska-rząd-pkp-zamach-religia
442,2011-08-16,2011-08-23,pis-po-wybory-tusk-polityka-polska-kaczyński-media-smoleńsk-debata-sld-pjn-rząd-donald tusk-kościół-kryzys-religia-demokracja-jarosław kaczyński-świat
443,2011-08-19,2011-08-26,pis-po-wybory-polityka-tusk-polska-kaczyński-debata-smoleńsk-media-sld-wybory 2011-sąd-kampania wyborcza-kryzys-demokracja-donald tusk-jarosław kaczyński-kościół-gmo
444,2011-08-22,2011-08-29,pis-po-wybory-polityka-tusk-polska-kaczyński-debata-smoleńsk-media-psl-wybory 2011-hofman-kampania wyborcza-sld-sąd-jarosław kaczyński-kampania-donald tusk-demokracja
445,2011-08-25,2011-09-01,pis-wybory-po-polityka-polska-tusk-kaczyński-psl-debata-smoleńsk-media-hofman-wybory 2011-jarosław kaczyński-pjn-kampania-donald tusk-usa-salon24-sld
446,2011-08-28,2011-09-04,pis-wybory-polityka-po-polska-kaczyński-tusk-media-smoleńsk-psl-debata-wybory 2011-hofman-jarosław kaczyński-niemcy-historia-pjn-jedwabne-rosja-zagadki
447,2011-08-31,2011-09-07,wybory-pis-polityka-polska-po-tusk-debata-kaczyński-media-smoleńsk-wybory 2011-niemcy-jedwabne-demokracja-pjn-psl-jarosław kaczyński-rosja-historia-kampania wyborcza
448,2011-09-03,2011-09-10,wybory-pis-polityka-po-tusk-polska-debata-kaczyński-media-smoleńsk-wybory 2011-krynica-niemcy-gilowska-pkw-kampania wyborcza-demokracja-pjn-litwa-kampania
449,2011-09-06,2011-09-13,wybory-pis-po-polityka-polska-tusk-kaczyński-media-smoleńsk-debata-krynica-wybory 2011-nergal-demokracja-tvp-katastrofa smoleńska-niemcy-historia-platforma obywatelska-pkw
450,2011-09-09,2011-09-16,wybory-pis-po-polityka-tusk-polska-kaczyński-media-nergal-smoleńsk-wybory 2011-rostowski-katastrofa smoleńska-tvp-psl-demokracja-komorowski-krynica-kościół-sld
451,2011-09-12,2011-09-19,wybory-po-pis-polityka-tusk-polska-nergal-kaczyński-media-smoleńsk-rostowski-wybory 2011-sld-tvp-psl-niemcy-komorowski-kościół-wojna-palikot
452,2011-09-15,2011-09-22,wybory-po-pis-tusk-polityka-polska-kaczyński-media-wybory 2011-smoleńsk-nergal-jarosław kaczyński-niemcy-palikot-rostowski-rząd-pkw-kościół-demokracja-rosja
453,2011-09-18,2011-09-25,wybory-po-pis-tusk-polityka-polska-wybory 2011-kaczyński-media-donald tusk-smoleńsk-demokracja-tuskobus-jarosław kaczyński-historia-kampania-kampania wyborcza-samospalenie-nergal-palikot
454,2011-09-21,2011-09-28,wybory-po-tusk-pis-polityka-polska-media-wybory 2011-kaczyński-smoleńsk-donald tusk-samospalenie-tuskobus-rosja-kampania wyborcza-historia-jarosław kaczyński-kampania-komorowski-rząd
455,2011-09-24,2011-10-01,wybory-po-pis-tusk-polityka-polska-media-kaczyński-wybory 2011-smoleńsk-palikot-rosja-kampania wyborcza-historia-donald tusk-jarosław kaczyński-demokracja-samospalenie-kampania-pjn
456,2011-09-27,2011-10-04,wybory-po-pis-tusk-polityka-kaczyński-palikot-polska-wybory 2011-media-smoleńsk-kampania wyborcza-jarosław kaczyński-kibice-demokracja-jarosław kaczyński-rosja-sejm-pjn-michnik
457,2011-09-30,2011-10-07,wybory-pis-po-kaczyński-polityka-tusk-wybory 2011-palikot-lis-polska-media-jarosław kaczyński-smoleńsk-kibice-merkel-jarosław kaczyński-debata-donald tusk-sejm-niemcy
458,2011-10-03,2011-10-10,wybory-po-pis-kaczyński-polityka-tusk-wybory 2011-lis-polska-palikot-media-sld-jarosław kaczyński-donald tusk-merkel-niemcy-smoleńsk-debata-psl-pjn
459,2011-10-06,2011-10-13,wybory-pis-po-polityka-wybory 2011-palikot-kaczyński-tusk-polska-media-sld-sejm-smoleńsk-psl-demokracja-donald tusk-pjn-rosja-ruch palikota-cisza wyborcza
460,2011-10-09,2011-10-16,wybory-pis-palikot-po-polityka-kaczyński-tusk-wybory 2011-polska-sejm-media-sld-ruch palikota-demokracja-smoleńsk-krzyż-rząd-kościół-janusz palikot-pjn
461,2011-10-12,2011-10-19,wybory-palikot-polityka-pis-polska-po-tusk-kaczyński-sejm-media-krzyż-kościół-sld-wybory 2011-demokracja-oburzeni-kryzys-rząd-smoleńsk-usa
462,2011-10-15,2011-10-22,polityka-pis-palikot-polska-wybory-po-tusk-kaczyński-media-krzyż-sejm-kościół-kryzys-oburzeni-sld-historia-demokracja-rosja-rząd-ue
463,2011-10-18,2011-10-25,pis-polityka-polska-po-palikot-wybory-kaczyński-tusk-media-krzyż-sejm-kryzys-kościół-salon24-sld-ue-historia-ziobro-libia-cymański
464,2011-10-21,2011-10-28,pis-polityka-polska-po-kaczyński-tusk-ziobro-palikot-media-wybory-kryzys-salon24-jarosław kaczyński-kościół-ue-jarosław kaczyński-krzyż-polityka obyczaje logika-demokracja-cymański
465,2011-10-24,2011-10-31,pis-polityka-polska-kaczyński-ziobro-tusk-po-palikot-media-wybory-kryzys-rzeczpospolita-ue-jarosław kaczyński-kościół-jarosław kaczyński-grecja-rosja-krzyż-lewica
466,2011-10-27,2011-11-03,pis-polityka-polska-ziobro-kaczyński-po-tusk-media-wybory-kryzys-grecja-rzeczpospolita-palikot-ue-historia-rosja-marsz niepodległości-kościół-smoleńsk-zaduszki
467,2011-10-30,2011-11-06,pis-ziobro-polityka-kaczyński-polska-media-po-wybory-kryzys-tusk-grecja-kurski-kościół-smoleńsk-marsz niepodległości-palikot-rząd-historia-demokracja-zbigniew ziobro
468,2011-11-02,2011-11-09,pis-ziobro-kaczyński-polityka-polska-po-tusk-media-kurski-sejm-wybory-grecja-kryzys-smoleńsk-jarosław kaczyński-zbigniew ziobro-prawica-demokracja-palikot-marsz niepodległości
469,2011-11-05,2011-11-12,pis-ziobro-polska-polityka-marsz niepodległości-kaczyński-po-tusk-11 listopada-sejm-media-palikot-historia-niepodległość-kurski-prawica-święto niepodległości-wybory-pzpn-patriotyzm
470,2011-11-08,2011-11-15,marsz niepodległości-11 listopada-pis-polityka-polska-tusk-po-media-kaczyński-palikot-sejm-święto niepodległości-niepodległość-niemcy-antifa-warszawa-policja-historia-patriotyzm-krytyka polityczna
471,2011-11-11,2011-11-18,marsz niepodległości-11 listopada-polityka-polska-tusk-pis-media-po-policja-niemcy-kaczyński-warszawa-antifa-palikot-święto niepodległości-krytyka polityczna-niepodległość-historia-tvn-prawica
472,2011-11-14,2011-11-21,tusk-marsz niepodległości-polityka-polska-pis-po-exposé-media-kaczyński-rząd-11 listopada-expose-palikot-niemcy-policja-premier-tvn-historia-usa-kryzys
473,2011-11-17,2011-11-24,tusk-polityka-polska-pis-po-exposé-kaczyński-marsz niepodległości-rząd-expose-media-palikot-kryzys-donald tusk-usa-niemcy-gowin-sejm-kościół-tvn
474,2011-11-20,2011-11-27,pis-polityka-tusk-polska-kaczyński-po-media-marsz niepodległości-palikot-kryzys-kościół-niemcy-rosja-prawica-ue-ziobro-exposé-kara śmierci-jarosław kaczyński-czempiński
475,2011-11-23,2011-11-30,pis-polska-polityka-kaczyński-media-tusk-niemcy-po-kara śmierci-sikorski-ue-kryzys-rosja-czempiński-pzpn-unia europejska-korupcja-jarosław kaczyński-ziobro-kościół
476,2011-11-26,2011-12-03,sikorski-polska-polityka-pis-niemcy-ue-tusk-kaczyński-media-unia europejska-kryzys-po-kara śmierci-rosja-smoleńsk-europa-pzpn-unia-usa-salon24
477,2011-11-29,2011-12-06,sikorski-polska-ue-polityka-pis-niemcy-tusk-unia europejska-kaczyński-kryzys-media-po-smoleńsk-rosja-europa-kara śmierci-euro-merkel-unia-jarosław kaczyński
478,2011-12-02,2011-12-09,polska-pis-polityka-ue-tusk-sikorski-kryzys-kaczyński-niemcy-rosja-unia europejska-po-media-euro-unia europejska-smoleńsk-europa-kościół-historia-jarosław kaczyński
479,2011-12-05,2011-12-12,polska-ue-pis-stan wojenny-polityka-tusk-kryzys-unia europejska-rosja-sikorski-euro-niemcy-kaczyński-unia europejska-po-media-jaruzelski-europa-smoleńsk-prawica
480,2011-12-08,2011-12-15,stan wojenny-jaruzelski-polska-13 grudnia-pis-polityka-ue-tusk-unia europejska-kaczyński-kryzys-rosja-euro-unia europejska-niemcy-media-po-prl-sikorski-historia
481,2011-12-11,2011-12-18,stan wojenny-jaruzelski-polska-13 grudnia-pis-polityka-tusk-kaczyński-unia europejska-ue-rosja-unia europejska-media-euro-prl-historia-sikorski-kryzys-smoleńsk-po
482,2011-12-14,2011-12-21,polska-polityka-tusk-pis-stan wojenny-unia europejska-kaczyński-ue-media-rosja-unia europejska-po-jaruzelski-smoleńsk-euro-kryzys-niemcy-historia-palikot-sikorski
483,2011-12-17,2011-12-24,polska-polityka-tusk-boże narodzenie-święta-pis-smoleńsk-media-kaczyński-po-unia europejska-rosja-kryzys-ue-palikot-havel-macierewicz-unia europejska-prl-życzenia
484,2011-12-20,2011-12-27,boże narodzenie-święta-polska-polityka-życzenia-tusk-media-pis-smoleńsk-po-kaczyński-palikot-rosja-kryzys-niemcy-komorowski-usa-afganistan-wigilia-unia europejska
485,2011-12-23,2011-12-30,boże narodzenie-święta-polska-tusk-polityka-życzenia-rosja-smoleńsk-pis-po-usa-kryzys-katastrofa smoleńska-media-wigilia-komorowski-kaczyński-religia-demokracja-putin
486,2011-12-26,2012-01-02,polska-polityka-tusk-po-nowy rok-pis-rosja-smoleńsk-życzenia-kaczyński-kryzys-media-2012-katastrofa smoleńska-historia-arłukowicz-usa-demokracja-salon24-święta
487,2011-12-29,2012-01-05,tusk-polityka-polska-po-pis-nowy rok-arłukowicz-smoleńsk-2012-kryzys-kaczyński-rosja-media-życzenia-historia-leki-usa-zdrowie-demokracja-rząd
488,2012-01-01,2012-01-08,tusk-polska-polityka-po-pis-wośp-arłukowicz-media-owsiak-kryzys-smoleńsk-usa-nowy rok-węgry-refundacja-zdrowie-lekarze-leki-nfz-rosja
489,2012-01-04,2012-01-11,wośp-polityka-polska-owsiak-tusk-pis-media-po-smoleńsk-przybył-arłukowicz-węgry-kryzys-prokuratura-rosja-samobójstwo-usa-rząd-lekarze-prokuratura wojskowa
490,2012-01-07,2012-01-14,smoleńsk-wośp-polityka-polska-tusk-owsiak-przybył-media-prokuratura-pis-stan wojenny-prokuratura wojskowa-po-rosja-samobójstwo-usa-katastrofa smoleńska-prokurator-kiszczak-demokracja
491,2012-01-10,2012-01-17,smoleńsk-polityka-polska-tusk-katastrofa smoleńska-przybył-media-stan wojenny-rosja-pis-prokuratura-usa-błasik-po-kiszczak-prokuratura wojskowa-katastrofa-parulski-salon24-wyrok
492,2012-01-13,2012-01-20,smoleńsk-katastrofa smoleńska-polska-polityka-tusk-błasik-pis-media-rosja-katastrofa-po-usa-śledztwo-węgry-historia-stan wojenny-smoleñsk-miller-ue-niemcy
493,2012-01-16,2012-01-23,smoleńsk-polska-katastrofa smoleńska-tusk-polityka-acta-media-pis-katastrofa-po-błasik-węgry-palikot-miller-ue-rosja-historia-usa-internet-tv trwam
494,2012-01-19,2012-01-26,acta-smoleńsk-polska-tusk-polityka-media-katastrofa smoleńska-internet-po-pis-rząd-ue-węgry-palikot-donald tusk-historia-rosja-usa-graś-demokracja
495,2012-01-22,2012-01-29,acta-tusk-polityka-polska-internet-po-media-rząd-smoleńsk-pis-katastrofa smoleńska-ue-protest-demokracja-wolność-palikot-anonymous-społeczeństwo-donald tusk-cenzura
496,2012-01-25,2012-02-01,acta-tusk-po-polityka-polska-rząd-pis-media-smoleńsk-internet-palikot-protesty-protest-donald tusk-kaczyński-demokracja-ue-katastrofa smoleńska-rosja-unia europejska
497,2012-01-28,2012-02-04,acta-tusk-polska-polityka-po-media-smoleńsk-palikot-pis-rząd-pakt fiskalny-donald tusk-rosja-internet-ue-szymborska-unia europejska-unia europejska-kaczyński-wisława szymborska
498,2012-01-31,2012-02-07,acta-tusk-polityka-polska-media-po-smoleńsk-rosja-donald tusk-katastrofa smoleńska-pakt fiskalny-szymborska-ue-pis-palikot-internet-wisława szymborska-rząd-rutkowski-usa
